,particle_size_um,concentration_gL,is_100nm,group_MA1,group_MA100,group_MB1,group_MB100,group_MC1,group_MC100,group_MD1
ME_firebrick,-0.15116142898935858,0.2397163050774911,0.15116142898935858,0.07460770808363895,0.11924731522765232,0.037987536299038185,0.0539657177741871,-0.49985896698512944,0.04056150998260902,0.17348917961800397
ME_gainsboro,-0.26365314001976276,0.42600055689863764,0.2636531400197627,0.022727524138502216,0.5146873212230845,-0.6477262039053922,-0.09585940031919529,0.16700364215392044,-0.04596607452568792,0.08513319123476842
ME_lightcoral,-0.18911734145113074,0.14289393438893383,0.18911734145113074,0.018119386516240787,0.08325384261491542,0.1039401861605708,0.0732869574463997,-0.499099258695748,0.1109115090988175,0.10958737685880382
ME_linen,-0.5803573565192539,0.3408413950214695,0.5803573565192539,-0.014839684698954705,0.6080926178526818,-0.6092717333010699,0.23008910017556916,0.10474715761425576,-0.01743247341572433,-0.30138498422675797
ME_maroon,-0.16452507707491057,0.13026855312192653,0.16452507707491057,0.09130084169670113,0.04363901829829581,-0.5804678014666402,0.08291483375325231,0.12144022233206436,0.10611974329826918,0.13505314208805722
ME_moccasin,-0.18191229868499342,0.196254869537842,0.18191229868499342,0.22779794032639394,0.005151848109328318,-0.37509186700832553,0.03004741386119053,-0.17920875761255467,0.22206357799226417,0.06923984433170309
ME_navajowhite,0.05523733547473052,-0.2840910410480309,-0.055237335474730476,0.08028297057420725,-0.3714866198236739,0.30306763496808176,0.16724903470644395,-0.117409544762901,0.12612019613951356,-0.1878236718016717
ME_orange,-0.07955374806931784,-0.10535838543087814,0.07955374806931784,0.22859554747549313,-0.30414057073795225,-0.12199262427000068,0.10178337947218827,-0.11963644358202488,0.3148631807230058,-0.09947246908070931
ME_orangered,-0.18002795182096154,-0.018263088911483247,0.18002795182096148,-0.4154943298170898,0.42558442360526827,-0.13546356677668742,-0.20429693721150893,0.29868486157980634,0.03331048467769468,-0.0023249360574830735
ME_papayawhip,-0.21251716032509482,-0.23063341829375958,0.21251716032509482,-0.46049657252241016,0.1242690988736257,0.061619448020650336,0.0472362479838964,-0.0009992963587379562,0.12903930351124454,0.0993317704917312
ME_peachpuff,0.025946246728819095,-0.05776252443036216,-0.025946246728819067,-0.07968098565939491,-0.12156964450260872,-0.04389515148936783,0.08841324103958845,-0.09791125792136113,-0.0035371305535542574,0.25818092908669843
ME_peru,0.05008658818291872,-0.18748997217111246,-0.05008658818291875,-0.06891147923091581,-0.18103681806330954,0.2802398009761513,0.047570065783453575,-0.13004647682471693,0.0626336199785763,-0.010448712619238826
ME_red,-0.3446596919115981,0.3062252157338976,0.3446596919115981,0.14688247629201456,0.5473689509614352,-0.19217922247670588,0.025731584760316728,0.1864413286971262,-0.0856781250170372,-0.6285669932171496
ME_saddlebrown,0.07553349124734697,-0.01454429263432118,-0.07553349124734696,0.14841871637170256,-0.26123530712203724,0.1042206713276164,0.04768355574344475,-0.3105393146342533,0.10673126364320486,0.16472041467032195
ME_sandybrown,0.18376045780777436,-0.06115651965995042,-0.18376045780777436,0.14825403817175473,-0.29571558013608185,-0.05676881498907824,-0.06915883918912616,-0.004179255336975274,0.10499788766556459,0.17257056381394228
ME_seashell,-0.10144520709844829,0.21336590458796575,0.10144520709844831,0.09086513649457861,0.024404564063546158,-0.3602481487271242,0.00909455474746057,-0.22375248352993116,0.10996606890536625,0.34967030804610366
ME_sienna,-0.15307728921524927,0.2757161212441619,0.15307728921524927,0.22735695267110542,0.026851574840731002,-0.19828206501485313,0.08265057816015262,-0.42264674417759074,0.10698182549863067,0.17708787802182407
ME_silver,-0.34218963064505614,0.04343197941412789,0.3421896306450561,0.18751900609632255,-0.17582787889978857,-0.5371569429748198,0.16641442041514806,-0.2842213127649475,0.4933426750463189,0.14993003308176614
ME_tan,0.5941071750705977,-0.0950906207803189,-0.5941071750705977,0.2818924577081498,-0.4870289608573489,0.11259761109489005,-0.23243499764843983,0.2401193778397327,-0.12073046598221743,0.20558497784523377
ME_white,0.26619426029796645,0.12875800842319804,-0.26619426029796645,0.2039817381689349,-0.31490138079640495,-0.07239151579997706,-0.006820476108882562,-0.30641855056731104,-0.054733676233970685,0.5512838613376114
