#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT2	HSP90AA1	9606.ENSP00000375892	9606.ENSP00000335153	0	0	0	0	0.047	0.223	0.900	0.380	0.948
AKT2	PTEN	9606.ENSP00000375892	9606.ENSP00000361021	0	0	0	0	0	0.287	0	0.767	0.826
ALG1	ALG11	9606.ENSP00000262374	9606.ENSP00000430236	0	0	0	0	0.049	0.092	0	0.932	0.936
AP1S1	AP2A2	9606.ENSP00000336666	9606.ENSP00000327694	0	0	0	0	0.042	0.087	0.900	0.196	0.920
AP1S1	EBLN2	9606.ENSP00000336666	9606.ENSP00000432104	0	0	0	0	0	0.106	0	0.719	0.738
AP2A2	EPN2	9606.ENSP00000327694	9606.ENSP00000320543	0	0	0	0	0.105	0.297	0.540	0.187	0.733
APEX1	H4C3	9606.ENSP00000216714	9606.ENSP00000367034	0	0	0	0	0.058	0.800	0	0	0.803
ASF1A	TAF1	9606.ENSP00000229595	9606.ENSP00000406549	0	0	0	0	0	0.948	0	0.522	0.974
ASF1A	H4C3	9606.ENSP00000229595	9606.ENSP00000367034	0	0	0	0	0.047	0.972	0	0.138	0.975
ASF1A	CHAF1B	9606.ENSP00000229595	9606.ENSP00000315700	0	0	0	0	0.105	0.937	0	0.803	0.988
ASF1A	UBN1	9606.ENSP00000229595	9606.ENSP00000262376	0	0	0	0	0	0.835	0.800	0.986	0.999
ATG16L2	ATG3	9606.ENSP00000326340	9606.ENSP00000283290	0	0	0	0	0.086	0.126	0.900	0.647	0.968
ATG3	OS9	9606.ENSP00000283290	9606.ENSP00000318165	0	0	0	0	0.042	0	0.720	0.110	0.740
ATG3	SQSTM1	9606.ENSP00000283290	9606.ENSP00000374455	0	0	0	0	0.107	0	0	0.790	0.804
ATG3	BECN1	9606.ENSP00000283290	9606.ENSP00000355231	0	0	0	0	0.245	0.368	0.500	0.966	0.991
ATG3	MAP1LC3A	9606.ENSP00000283290	9606.ENSP00000363970	0	0	0	0	0.131	0.892	0.500	0.954	0.997
ATP1A1	NDRG1	9606.ENSP00000445306	9606.ENSP00000404854	0	0	0	0	0.085	0.628	0	0.188	0.700
ATP5MGL	NDUFB7	9606.ENSP00000421076	9606.ENSP00000215565	0	0	0	0	0.642	0.133	0	0.208	0.732
ATP5MGL	NDUFB9	9606.ENSP00000421076	9606.ENSP00000276689	0	0	0	0	0.825	0.097	0	0.102	0.845
ATP5MGL	ATP5PD	9606.ENSP00000421076	9606.ENSP00000301587	0	0	0	0	0.830	0.841	0.744	0.347	0.994
ATP5MGL	NDUFA12	9606.ENSP00000421076	9606.ENSP00000330737	0	0	0	0	0.676	0.137	0	0.163	0.745
ATP5MGL	MT-ATP6	9606.ENSP00000421076	9606.ENSP00000354632	0	0	0	0	0.081	0.843	0.744	0.208	0.966
ATP5MGL	NDUFA6	9606.ENSP00000421076	9606.ENSP00000482543	0	0	0	0	0.820	0.095	0	0.252	0.867
ATP5PD	NDUFB7	9606.ENSP00000301587	9606.ENSP00000215565	0	0	0	0	0.746	0.096	0	0.533	0.883
ATP5PD	UQCRC2	9606.ENSP00000301587	9606.ENSP00000268379	0	0	0	0	0.669	0.100	0	0.613	0.875
ATP5PD	NDUFB10	9606.ENSP00000301587	9606.ENSP00000268668	0	0	0	0	0.915	0.209	0	0.629	0.973
ATP5PD	NDUFB9	9606.ENSP00000301587	9606.ENSP00000276689	0	0	0	0	0.969	0.162	0	0.460	0.985
ATP5PD	PPA1	9606.ENSP00000301587	9606.ENSP00000362329	0	0	0	0	0.171	0	0.650	0.181	0.741
ATP5PD	NDUFA13	9606.ENSP00000301587	9606.ENSP00000423673	0	0	0	0	0.869	0.091	0	0.370	0.918
ATP5PD	SDHB	9606.ENSP00000301587	9606.ENSP00000364649	0	0	0	0	0.856	0.097	0	0.470	0.925
ATP5PD	NDUFA6	9606.ENSP00000301587	9606.ENSP00000482543	0	0	0	0	0.886	0.096	0	0.529	0.947
ATP5PD	NDUFA12	9606.ENSP00000301587	9606.ENSP00000330737	0	0	0	0	0.938	0.237	0	0.350	0.966
ATP5PD	MT-ATP6	9606.ENSP00000301587	9606.ENSP00000354632	0	0	0	0	0.335	0.966	0.967	0.504	0.999
ATP6V0E2	CNST	9606.ENSP00000411672	9606.ENSP00000355470	0	0	0	0	0.102	0.748	0	0.097	0.777
BANF1	VRK2	9606.ENSP00000433760	9606.ENSP00000408002	0	0	0	0	0.043	0.318	0.400	0.603	0.824
BBS12	MKKS	9606.ENSP00000438273	9606.ENSP00000246062	0	0	0	0	0	0.780	0.800	0.303	0.966
BCCIP	CDK7	9606.ENSP00000357748	9606.ENSP00000256443	0	0	0	0	0.126	0	0.900	0.127	0.917
BCKDHB	SUCLA2	9606.ENSP00000318351	9606.ENSP00000494360	0	0	0	0	0.144	0.070	0.604	0.421	0.793
BCKDHB	MCCC2	9606.ENSP00000318351	9606.ENSP00000343657	0.099	0	0	0	0.164	0	0.585	0.547	0.839
BCL2L2	BECN1	9606.ENSP00000250405	9606.ENSP00000355231	0	0	0	0	0.047	0.519	0	0.975	0.987
BCL3	FOS	9606.ENSP00000164227	9606.ENSP00000306245	0	0	0	0	0.077	0.300	0	0.794	0.856
BECN1	HSP90AA1	9606.ENSP00000355231	9606.ENSP00000335153	0	0	0	0	0.049	0.292	0	0.717	0.793
BECN1	GAPDH	9606.ENSP00000355231	9606.ENSP00000380070	0	0	0	0	0.060	0	0	0.752	0.757
BECN1	PLP2	9606.ENSP00000355231	9606.ENSP00000365505	0	0	0	0	0	0	0	0.774	0.774
BECN1	SQSTM1	9606.ENSP00000355231	9606.ENSP00000374455	0	0	0	0	0.048	0.510	0	0.919	0.958
BECN1	MAP1LC3A	9606.ENSP00000355231	9606.ENSP00000363970	0	0	0	0	0	0.105	0.500	0.926	0.964
BICRAL	SMARCD2	9606.ENSP00000313933	9606.ENSP00000392617	0	0	0	0	0.067	0.068	0.900	0.447	0.945
BRD3	PIP4K2C	9606.ENSP00000305918	9606.ENSP00000347032	0	0	0	0	0.059	0.730	0	0	0.735
BRD3	TAF1	9606.ENSP00000305918	9606.ENSP00000406549	0	0	0	0.556	0.066	0.665	0	0.307	0.764
BRD3	ZNF592	9606.ENSP00000305918	9606.ENSP00000452877	0	0	0	0	0.058	0.528	0	0.657	0.834
C1QBP	CALR	9606.ENSP00000225698	9606.ENSP00000320866	0	0	0	0	0.129	0	0	0.726	0.751
CALM3	PPP3R1	9606.ENSP00000291295	9606.ENSP00000234310	0	0	0	0.821	0.086	0.456	0.650	0.899	0.980
CALM3	NRGN	9606.ENSP00000291295	9606.ENSP00000284292	0	0	0	0	0.127	0	0	0.992	0.992
CALM3	CALR	9606.ENSP00000291295	9606.ENSP00000320866	0	0	0	0	0.078	0.095	0	0.683	0.713
CALM3	HSPA8	9606.ENSP00000291295	9606.ENSP00000437125	0	0	0	0	0.062	0.120	0	0.691	0.723
CALM3	CAMTA2	9606.ENSP00000291295	9606.ENSP00000412886	0	0	0	0	0.067	0.234	0	0.645	0.724
CALM3	UBR4	9606.ENSP00000291295	9606.ENSP00000364403	0	0	0	0	0	0.248	0	0.890	0.913
CALM3	FLNA	9606.ENSP00000291295	9606.ENSP00000358866	0	0	0	0	0.062	0.421	0	0.902	0.942
CALM3	HSP90AA1	9606.ENSP00000291295	9606.ENSP00000335153	0	0	0	0	0.045	0.071	0.800	0.984	0.996
CALR	CANX	9606.ENSP00000320866	9606.ENSP00000247461	0	0	0	0.846	0.554	0.491	0.900	0.988	0.999
CALR	SDF2L1	9606.ENSP00000320866	9606.ENSP00000248958	0	0	0	0	0.309	0.099	0	0.582	0.717
CALR	OS9	9606.ENSP00000320866	9606.ENSP00000318165	0	0	0	0	0.190	0	0	0.688	0.737
CALR	HSPA8	9606.ENSP00000320866	9606.ENSP00000437125	0	0	0	0	0.126	0.089	0	0.674	0.718
CALR	GAPDH	9606.ENSP00000320866	9606.ENSP00000380070	0	0	0	0	0.095	0	0	0.743	0.757
CALR	HLA-C	9606.ENSP00000320866	9606.ENSP00000365402	0	0	0	0	0.063	0	0.900	0.315	0.930
CALR	PDIA6	9606.ENSP00000320866	9606.ENSP00000385385	0	0	0	0	0.736	0.238	0	0.711	0.937
CALR	GANAB	9606.ENSP00000320866	9606.ENSP00000340466	0	0	0	0	0.247	0.699	0.400	0.634	0.943
CALR	HSP90AA1	9606.ENSP00000320866	9606.ENSP00000335153	0	0	0	0	0.254	0.065	0	0.957	0.968
CANX	PDIA6	9606.ENSP00000247461	9606.ENSP00000385385	0	0	0	0	0.239	0.197	0	0.585	0.725
CANX	ERN1	9606.ENSP00000247461	9606.ENSP00000401445	0	0	0	0	0.056	0.066	0	0.714	0.726
CANX	GOLGA2	9606.ENSP00000247461	9606.ENSP00000416097	0	0	0	0	0.044	0.091	0	0.729	0.743
CANX	GAPDH	9606.ENSP00000247461	9606.ENSP00000380070	0	0	0	0	0.067	0	0	0.824	0.828
CANX	HSP90AA1	9606.ENSP00000247461	9606.ENSP00000335153	0	0	0	0	0.222	0.197	0	0.777	0.848
CANX	DDOST	9606.ENSP00000247461	9606.ENSP00000399457	0	0	0	0	0.461	0.481	0	0.625	0.886
CANX	GANAB	9606.ENSP00000247461	9606.ENSP00000340466	0	0	0	0	0.149	0.798	0.400	0.598	0.953
CANX	OS9	9606.ENSP00000247461	9606.ENSP00000318165	0	0	0	0	0.077	0.190	0	0.949	0.958
CBX2	RING1	9606.ENSP00000308750	9606.ENSP00000363787	0	0	0	0	0	0.753	0.900	0.998	0.999
CBX3	CHAF1B	9606.ENSP00000336687	9606.ENSP00000315700	0	0	0	0	0.092	0.578	0	0.360	0.734
CBX3	RING1	9606.ENSP00000336687	9606.ENSP00000363787	0	0	0	0	0.063	0.567	0.500	0.894	0.975
CCDC39	DNALI1	9606.ENSP00000417960	9606.ENSP00000296218	0	0	0	0	0.048	0.177	0	0.755	0.791
CCM2	MAP2K3	9606.ENSP00000370503	9606.ENSP00000345083	0	0	0	0	0.049	0	0	0.975	0.975
CCM2	MAP3K3	9606.ENSP00000370503	9606.ENSP00000354927	0	0	0	0	0.074	0.975	0	0.984	0.999
CDH1	RPL35	9606.ENSP00000261769	9606.ENSP00000259469	0	0	0	0	0	0.800	0	0	0.800
CDH1	NDRG1	9606.ENSP00000261769	9606.ENSP00000404854	0	0	0	0	0	0.545	0	0.394	0.712
CDH1	RPL12	9606.ENSP00000261769	9606.ENSP00000354739	0	0	0	0	0	0.800	0	0	0.800
CDH1	RPS25	9606.ENSP00000261769	9606.ENSP00000435096	0	0	0	0	0	0.800	0	0	0.800
CDH1	RPS23	9606.ENSP00000261769	9606.ENSP00000296674	0	0	0	0	0.049	0.800	0	0	0.801
CDH1	RPL3	9606.ENSP00000261769	9606.ENSP00000346001	0	0	0	0	0.054	0.800	0	0	0.802
CDH1	RPL26	9606.ENSP00000261769	9606.ENSP00000463784	0	0	0	0	0	0.802	0	0	0.802
CDH1	RPL31	9606.ENSP00000261769	9606.ENSP00000386717	0	0	0	0	0	0.804	0	0	0.804
CDH1	RPS27	9606.ENSP00000261769	9606.ENSP00000499044	0	0	0	0	0.049	0.803	0	0	0.804
CDH1	RPS15A	9606.ENSP00000261769	9606.ENSP00000318646	0	0	0	0	0	0.802	0	0.056	0.805
CDH1	RPS26	9606.ENSP00000261769	9606.ENSP00000348849	0	0	0	0	0	0.808	0	0	0.808
CDH1	RPS3A	9606.ENSP00000261769	9606.ENSP00000346050	0	0	0	0	0.055	0.804	0	0.060	0.810
CDH1	RPL7	9606.ENSP00000261769	9606.ENSP00000339795	0	0	0	0	0	0.800	0	0.091	0.810
CDH1	RPS2	9606.ENSP00000261769	9606.ENSP00000341885	0	0	0	0	0	0.808	0	0.057	0.811
CDH1	RPS3	9606.ENSP00000261769	9606.ENSP00000278572	0	0	0	0	0	0.805	0	0.093	0.815
CDH1	RPSA	9606.ENSP00000261769	9606.ENSP00000389351	0	0	0	0	0.047	0.802	0	0.167	0.829
CDH1	CTTN	9606.ENSP00000261769	9606.ENSP00000365745	0	0	0	0	0.061	0.084	0	0.820	0.831
CDH1	GAPDH	9606.ENSP00000261769	9606.ENSP00000380070	0	0	0	0	0	0.071	0	0.851	0.855
CDH1	KRT18	9606.ENSP00000261769	9606.ENSP00000373489	0	0	0	0	0.187	0.326	0	0.800	0.881
CDH1	FLOT1	9606.ENSP00000261769	9606.ENSP00000365569	0	0	0	0	0	0.080	0.900	0.270	0.926
CDH1	PTEN	9606.ENSP00000261769	9606.ENSP00000361021	0	0	0	0	0.053	0	0	0.929	0.930
CDH1	NECTIN1	9606.ENSP00000261769	9606.ENSP00000264025	0	0	0	0	0.056	0.083	0	0.935	0.939
CDK7	CETN2	9606.ENSP00000256443	9606.ENSP00000359300	0	0	0	0	0.056	0.459	0.500	0.311	0.800
CDK7	H4C3	9606.ENSP00000256443	9606.ENSP00000367034	0	0	0	0	0.045	0.800	0	0	0.800
CDK7	POLR2E	9606.ENSP00000256443	9606.ENSP00000478303	0	0	0	0	0.101	0.812	0.500	0.154	0.919
CDK7	POLR2K	9606.ENSP00000256443	9606.ENSP00000342889	0	0	0	0	0.061	0.812	0.500	0.210	0.921
CDK7	TAF1	9606.ENSP00000256443	9606.ENSP00000406549	0	0	0	0	0.074	0.817	0.500	0.224	0.925
CDK7	POLR2A	9606.ENSP00000256443	9606.ENSP00000461879	0	0	0	0	0.056	0.990	0.500	0.832	0.999
CEPT1	DGKI	9606.ENSP00000441980	9606.ENSP00000288490	0	0	0	0	0	0	0.650	0.184	0.702
CETN2	MCM3AP	9606.ENSP00000359300	9606.ENSP00000291688	0	0	0	0	0.049	0.517	0.900	0.980	0.998
CETN2	PLK1	9606.ENSP00000359300	9606.ENSP00000300093	0	0	0	0	0.044	0.042	0.800	0.428	0.881
CETN2	CETN3	9606.ENSP00000359300	9606.ENSP00000428259	0	0	0.064	0.935	0.086	0.426	0.900	0.436	0.967
CETN3	MCM3AP	9606.ENSP00000428259	9606.ENSP00000291688	0	0	0	0	0	0.979	0.900	0.899	0.999
CKAP2L	TOP2A	9606.ENSP00000305204	9606.ENSP00000411532	0	0	0	0	0.766	0	0	0.306	0.830
CNST	MT-ATP6	9606.ENSP00000355470	9606.ENSP00000354632	0	0	0	0	0	0	0.792	0.082	0.800
COA6	NDUFB7	9606.ENSP00000355574	9606.ENSP00000215565	0	0	0	0	0.435	0.309	0	0.422	0.754
COA6	UQCRC2	9606.ENSP00000355574	9606.ENSP00000268379	0	0	0	0	0.271	0.743	0.524	0.308	0.930
COL11A1	COL6A2	9606.ENSP00000359114	9606.ENSP00000300527	0	0	0.109	0.609	0.172	0.126	0.400	0.531	0.785
COL6A2	ITGA3	9606.ENSP00000300527	9606.ENSP00000315190	0	0	0	0	0.106	0	0.650	0.358	0.781
COL6A2	RRBP1	9606.ENSP00000300527	9606.ENSP00000367038	0	0	0	0	0.086	0.095	0	0.784	0.805
COPB2	KDELR1	9606.ENSP00000329419	9606.ENSP00000329471	0	0	0	0	0.049	0	0.500	0.465	0.723
CTTN	PXN	9606.ENSP00000365745	9606.ENSP00000267257	0	0	0	0	0.104	0.600	0	0.993	0.997
CTTN	SHANK1	9606.ENSP00000365745	9606.ENSP00000293441	0	0	0	0	0	0.067	0	0.844	0.848
CTTN	MMP14	9606.ENSP00000365745	9606.ENSP00000308208	0	0	0	0	0.063	0	0	0.787	0.792
CTTN	SH3PXD2B	9606.ENSP00000365745	9606.ENSP00000309714	0	0	0	0	0.074	0.042	0	0.938	0.940
CTTN	PTPN1	9606.ENSP00000365745	9606.ENSP00000360683	0	0	0	0	0.042	0.300	0	0.591	0.702
CUL2	GINS4	9606.ENSP00000414095	9606.ENSP00000276533	0	0	0	0	0.042	0.800	0	0.289	0.851
CUL2	SOCS1	9606.ENSP00000414095	9606.ENSP00000496577	0	0	0	0	0	0.427	0	0.979	0.987
CYTH3	GRASP	9606.ENSP00000297044	9606.ENSP00000293662	0	0	0	0	0.066	0.104	0	0.864	0.876
DDOST	PDIA6	9606.ENSP00000399457	9606.ENSP00000385385	0	0	0	0	0.871	0.057	0	0.262	0.902
DDOST	OST4	9606.ENSP00000399457	9606.ENSP00000455716	0	0	0	0	0.067	0.938	0.900	0.991	0.999
DDX41	DHX38	9606.ENSP00000330349	9606.ENSP00000268482	0	0	0	0	0.310	0	0.500	0.228	0.710
DDX41	UPF3B	9606.ENSP00000330349	9606.ENSP00000276201	0	0	0	0	0.075	0	0.800	0.064	0.811
DDX55	SURF6	9606.ENSP00000238146	9606.ENSP00000361092	0	0	0	0	0.662	0.132	0	0.110	0.716
DDX55	REXO4	9606.ENSP00000238146	9606.ENSP00000361010	0	0	0	0	0.792	0.095	0	0.076	0.811
DDX55	GNL2	9606.ENSP00000238146	9606.ENSP00000362153	0.041	0	0	0	0.690	0.306	0	0.305	0.837
DGKI	PLCE1	9606.ENSP00000288490	9606.ENSP00000360431	0	0	0	0	0.092	0.098	0.650	0.190	0.736
DHX16	DHX38	9606.ENSP00000365625	9606.ENSP00000268482	0	0	0.093	0.883	0.158	0.994	0.400	0.130	0.997
DHX16	PRPF31	9606.ENSP00000365625	9606.ENSP00000324122	0	0	0	0	0.102	0.309	0.900	0.505	0.965
DHX16	PPIL2	9606.ENSP00000365625	9606.ENSP00000486725	0	0	0	0	0.092	0.811	0.800	0.314	0.973
DHX38	PRPF31	9606.ENSP00000268482	9606.ENSP00000324122	0	0	0	0	0.148	0.125	0	0.649	0.715
DHX38	UPF3B	9606.ENSP00000268482	9606.ENSP00000276201	0	0	0	0	0.057	0	0.800	0.137	0.823
DHX38	MAGOH	9606.ENSP00000268482	9606.ENSP00000360525	0	0	0	0	0.055	0.800	0.500	0.189	0.913
DMPK	HSPB2	9606.ENSP00000345997	9606.ENSP00000302476	0	0	0	0	0.075	0.478	0	0.507	0.741
DNAJB5	HSPA8	9606.ENSP00000404079	9606.ENSP00000437125	0.041	0	0.382	0	0.236	0.599	0.162	0.695	0.943
DPY30	MEN1	9606.ENSP00000345837	9606.ENSP00000337088	0	0	0	0	0.108	0.493	0.540	0.684	0.925
DPY30	H2BC12	9606.ENSP00000345837	9606.ENSP00000349430	0	0	0	0	0.047	0.800	0	0.138	0.821
DPY30	H4C3	9606.ENSP00000345837	9606.ENSP00000367034	0	0	0	0	0.068	0.857	0	0.066	0.865
EEF1A1	RPL35	9606.ENSP00000339063	9606.ENSP00000259469	0	0	0	0	0.475	0.867	0.500	0.225	0.969
EEF1A1	MARS1	9606.ENSP00000339063	9606.ENSP00000262027	0	0	0	0	0.387	0.411	0	0.484	0.797
EEF1A1	RPS3	9606.ENSP00000339063	9606.ENSP00000278572	0	0	0	0	0.910	0.874	0.500	0.654	0.997
EEF1A1	EIF4A1	9606.ENSP00000339063	9606.ENSP00000293831	0	0	0	0	0.617	0.249	0	0.793	0.935
EEF1A1	RPS23	9606.ENSP00000339063	9606.ENSP00000296674	0.111	0	0	0	0.580	0.913	0.500	0.546	0.991
EEF1A1	RPS15A	9606.ENSP00000339063	9606.ENSP00000318646	0	0	0	0	0.518	0.905	0.500	0.229	0.980
EEF1A1	HSP90AA1	9606.ENSP00000339063	9606.ENSP00000335153	0	0	0	0	0.473	0.304	0	0.726	0.891
EEF1A1	HSPA8	9606.ENSP00000339063	9606.ENSP00000437125	0	0.025	0	0	0.441	0.693	0	0.683	0.941
EEF1A1	RPL26	9606.ENSP00000339063	9606.ENSP00000463784	0	0	0	0	0.562	0.810	0.500	0.252	0.964
EEF1A1	RPS26	9606.ENSP00000339063	9606.ENSP00000348849	0	0	0	0	0.619	0.800	0.500	0.208	0.965
EEF1A1	RPS25	9606.ENSP00000339063	9606.ENSP00000435096	0	0	0	0	0.560	0.806	0.500	0.347	0.968
EEF1A1	GAPDH	9606.ENSP00000339063	9606.ENSP00000380070	0	0	0	0	0.341	0.624	0	0.898	0.972
EEF1A1	RPS27	9606.ENSP00000339063	9606.ENSP00000499044	0	0	0	0	0.475	0.890	0.500	0.378	0.979
EEF1A1	RPL12	9606.ENSP00000339063	9606.ENSP00000354739	0	0	0	0	0.690	0.841	0.500	0.484	0.985
EEF1A1	RPL31	9606.ENSP00000339063	9606.ENSP00000386717	0	0	0	0	0.755	0.907	0.500	0.188	0.989
EEF1A1	RPSA	9606.ENSP00000339063	9606.ENSP00000389351	0	0	0	0	0.857	0.849	0.500	0.477	0.993
EEF1A1	RPL3	9606.ENSP00000339063	9606.ENSP00000346001	0	0	0	0	0.856	0.879	0.500	0.551	0.995
EEF1A1	RPL7	9606.ENSP00000339063	9606.ENSP00000339795	0	0	0	0	0.848	0.884	0.500	0.578	0.995
EEF1A1	RPS3A	9606.ENSP00000339063	9606.ENSP00000346050	0	0	0	0	0.928	0.917	0.500	0.392	0.997
EEF1A1	RPS2	9606.ENSP00000339063	9606.ENSP00000341885	0	0	0	0	0.926	0.918	0.500	0.642	0.998
EIF4A1	FXR2	9606.ENSP00000293831	9606.ENSP00000250113	0	0	0	0	0.131	0.094	0	0.655	0.705
EIF4A1	UPF3B	9606.ENSP00000293831	9606.ENSP00000276201	0	0	0	0	0.049	0.111	0	0.751	0.771
EIF4A1	RPS3	9606.ENSP00000293831	9606.ENSP00000278572	0	0	0	0	0.754	0.815	0	0.623	0.981
EIF4A1	RPL3	9606.ENSP00000293831	9606.ENSP00000346001	0	0	0	0	0.608	0.247	0	0.240	0.756
EIF4A1	RPL26	9606.ENSP00000293831	9606.ENSP00000463784	0	0	0	0	0.589	0.265	0	0.315	0.775
EIF4A1	HSPA8	9606.ENSP00000293831	9606.ENSP00000437125	0	0	0	0	0.688	0.187	0	0.282	0.802
EIF4A1	RPL7	9606.ENSP00000293831	9606.ENSP00000339795	0	0	0	0	0.770	0.159	0	0.325	0.858
EIF4A1	UPF2	9606.ENSP00000293831	9606.ENSP00000348708	0	0	0	0	0.163	0.288	0	0.798	0.869
EIF4A1	RPS27	9606.ENSP00000293831	9606.ENSP00000499044	0	0	0	0	0.286	0.809	0	0.196	0.881
EIF4A1	RPS15A	9606.ENSP00000293831	9606.ENSP00000318646	0	0	0	0	0.358	0.808	0	0.378	0.916
EIF4A1	RPS25	9606.ENSP00000293831	9606.ENSP00000435096	0	0	0	0	0.337	0.805	0	0.420	0.918
EIF4A1	MAGOH	9606.ENSP00000293831	9606.ENSP00000360525	0	0	0	0	0.217	0.476	0	0.823	0.921
EIF4A1	RPS23	9606.ENSP00000293831	9606.ENSP00000296674	0	0	0	0	0.493	0.806	0	0.263	0.921
EIF4A1	RPS26	9606.ENSP00000293831	9606.ENSP00000348849	0	0	0	0	0.564	0.838	0	0.265	0.943
EIF4A1	RPS2	9606.ENSP00000293831	9606.ENSP00000341885	0	0	0	0	0.655	0.811	0	0.329	0.952
EIF4A1	RPS3A	9606.ENSP00000293831	9606.ENSP00000346050	0	0.008	0	0	0.789	0.810	0	0.278	0.968
EIF4A1	RPSA	9606.ENSP00000293831	9606.ENSP00000389351	0	0	0	0	0.829	0.842	0	0.271	0.978
ERMARD	MKKS	9606.ENSP00000355735	9606.ENSP00000246062	0	0	0	0	0.191	0.480	0.290	0.119	0.701
ERN1	HSP90AA1	9606.ENSP00000401445	9606.ENSP00000335153	0	0	0	0	0	0.362	0	0.796	0.864
ERN1	FLNA	9606.ENSP00000401445	9606.ENSP00000358866	0	0	0	0	0	0.071	0	0.770	0.777
ERN1	SQSTM1	9606.ENSP00000401445	9606.ENSP00000374455	0	0	0	0	0.049	0.099	0	0.691	0.712
ERN1	PDIA6	9606.ENSP00000401445	9606.ENSP00000385385	0	0	0	0	0.042	0.341	0	0.707	0.799
ERN1	PRORP	9606.ENSP00000401445	9606.ENSP00000440915	0	0	0	0	0	0	0.720	0.064	0.726
EXOC6	VPS53	9606.ENSP00000260762	9606.ENSP00000401435	0	0	0	0	0.042	0.546	0	0.546	0.785
